physical_condition,series,architecture,K_C,K_D,n_binders,gradient_scale,receptor_density_contrast_percent,plotted_axis_coordinate,mean,lower_95_percent,upper_95_percent,trajectory_count,curve_role,arrival_time_limit,recording_time_limit,mean_recorded_duration,path_ci_time_limit,mean_path_ci_duration,observation_lag,mobile_fraction,effective_K_D_at_start,local_K_C_at_start,cleavage_rate_scale,path_ci_correction_coefficient
constrained thermal motion,mean_field_theory,mixed,0.0,500.0,10.0,1.002213445728848,9.246868795571949,9.246868795572926,3.0215859175192024,,,,gradient,500000.0,500000.0,212735.73941845493,100000.0,97871.8002957184,834.2578016409998,1.0,500.0,0.0,0.002,1.0
constrained thermal motion,mean_field_theory,mixed,0.0,500.0,10.0,1.002245803083378,9.388042957607666,9.388042957608643,3.1162010471638513,,,,gradient,500000.0,500000.0,207350.56783996604,100000.0,97567.52294827136,813.139481725357,1.0,500.0,0.0,0.002,1.0
constrained thermal motion,mean_field_theory,mixed,0.0,500.0,10.0,1.002278161482594,9.529399551820015,9.529399551820015,3.2119622623942874,,,,gradient,500000.0,500000.0,202135.56553401664,100000.0,97237.02191581206,792.6884922902614,1.0,500.0,0.0,0.002,1.0
constrained thermal motion,mean_field_theory,mixed,0.0,500.0,10.0,1.00231052092653,9.670938813956887,9.670938813956887,3.3089268374594925,,,,gradient,500000.0,500000.0,197086.0926280628,100000.0,96879.63936264862,772.886637757109,1.0,500.0,0.0,0.002,1.0
constrained thermal motion,mean_field_theory,mixed,0.0,500.0,10.0,1.002342881415219,9.812660980069875,9.812660980068898,3.4071707719739974,,,,gradient,500000.0,500000.0,192197.6889257569,100000.0,96494.64989093818,753.716427159831,1.0,500.0,0.0,0.002,1.0
constrained thermal motion,mean_field_theory,mixed,0.0,500.0,10.0,1.0023752429486958,9.954566286516542,9.954566286516542,3.5066247245383915,,,,gradient,500000.0,500000.0,187464.5891386681,100000.0,96082.90157777684,735.1552515241884,1.0,500.0,0.0,0.002,1.0
constrained thermal motion,mean_field_theory,mixed,0.0,500.0,10.0,1.0024076055269937,10.09665496996086,10.096654969961838,3.6073047136790706,,,,gradient,500000.0,500000.0,182881.8079672823,100000.0,95644.54818108073,717.183560656009,1.0,500.0,0.0,0.002,1.0
constrained thermal motion,mean_field_theory,mixed,0.0,500.0,10.0,1.0024399691501458,10.238927267370702,10.238927267370702,3.709225462748013,,,,gradient,500000.0,500000.0,178444.41732009596,100000.0,95179.87836091626,699.7820287062586,1.0,500.0,0.0,0.002,1.0
constrained thermal motion,mean_field_theory,mixed,0.0,500.0,10.0,1.0024723338181865,10.381383416021103,10.381383416021103,3.812400502231494,,,,gradient,500000.0,500000.0,174147.5654864067,100000.0,94689.30704758195,682.9316293584577,1.0,500.0,0.0,0.002,1.0
constrained thermal motion,mean_field_theory,mixed,0.0,500.0,10.0,1.0025046995311493,10.52402365349372,10.52402365349372,3.91693376830413,,,,gradient,500000.0,500000.0,169987.3411798407,100000.0,94172.45550764773,666.6170242346694,1.0,500.0,0.0,0.002,1.0
constrained thermal motion,mean_field_theory,mixed,0.0,500.0,10.0,1.002537066289068,10.666848217677206,10.666848217677206,4.022811415577084,,,,gradient,500000.0,500000.0,165958.82773570466,100000.0,93630.23539376144,650.818932296881,1.0,500.0,0.0,0.002,1.0
constrained thermal motion,mean_field_theory,mixed,0.0,500.0,10.0,1.0025694340919764,10.809857346767672,10.809857346767672,4.129985432528601,,,,gradient,500000.0,500000.0,162056.92185094138,100000.0,93063.9801736989,635.517340591927,1.0,500.0,0.0,0.002,1.0
constrained thermal motion,mean_field_theory,mixed,0.0,500.0,10.0,1.0026018029399082,10.953051279268957,10.953051279268957,4.238465555105246,,,,gradient,500000.0,500000.0,158277.19009347048,100000.0,92474.52149069436,620.6948631116489,1.0,500.0,0.0,0.002,1.0
constrained thermal motion,mean_field_theory,mixed,0.0,500.0,10.0,1.0026341728328971,11.096430253993184,11.096430253993184,4.34826074908936,,,,gradient,500000.0,500000.0,154615.32578053456,100000.0,91862.7647195063,606.3346109040571,1.0,500.0,0.0,0.002,1.0
constrained thermal motion,mean_field_theory,mixed,0.0,500.0,10.0,1.0026665437709767,11.239994510060036,11.239994510060036,4.4593792773512835,,,,gradient,500000.0,500000.0,151067.15219076278,100000.0,91229.67811890168,592.4202046696579,1.0,500.0,0.0,0.002,1.0
constrained thermal motion,mean_field_theory,mixed,0.0,500.0,10.0,1.002698915754181,11.383744286900166,11.383744286900166,4.571992852576353,,,,gradient,500000.0,500000.0,147630.0009048469,100000.0,90574.8074625176,578.9411800190074,1.0,500.0,0.0,0.002,1.0
