explore_to_exploit_demand_ratio,reader_cleaver_coordinate,explore_density,escape_density,exploit_density,total_density,explore_fraction,escape_fraction,exploit_fraction,explore_escape_center,exploit_center,display_width
0.05,-1.8775455343008265,0.0014902577433762,0.0066997589508038,3.3217426857727075e-06,0.0081933384368658,0.0447152231896085,0.2010264453469952,0.7542583314633963,-0.8535831071244682,0.0683214254801594,0.3914968086627235
0.05,-1.8734716942638476,0.0015312913525911,0.006884233946383,3.4978750861883992e-06,0.0084190231740604,0.0447152231896085,0.2010264453469952,0.7542583314633963,-0.8535831071244682,0.0683214254801594,0.3914968086627235
0.05,-1.8693978542268692,0.0015732844389403,0.0070730224679595,3.68294793359919e-06,0.0086499898548335,0.0447152231896085,0.2010264453469952,0.7542583314633963,-0.8535831071244682,0.0683214254801594,0.3914968086627235
0.05,-1.8653240141898908,0.0016162540961816,0.007266201364023,3.87739313000518e-06,0.0088863328533347,0.0447152231896085,0.2010264453469952,0.7542583314633963,-0.8535831071244682,0.0683214254801594,0.3914968086627235
0.05,-1.861250174152912,0.001660217564344,0.0074638481406551,4.081662280018603e-06,0.0091281473672792,0.0447152231896085,0.2010264453469952,0.7542583314633963,-0.8535831071244682,0.0683214254801594,0.3914968086627235
0.05,-1.8571763341159335,0.0017051922261546,0.0076660409454662,4.296227530342594e-06,0.0093755293991512,0.0447152231896085,0.2010264453469952,0.7542583314633963,-0.8535831071244682,0.0683214254801594,0.3914968086627235
0.05,-1.853102494078955,0.0017511956032897,0.0078728585507414,4.521582442110373e-06,0.0096285757364733,0.0447152231896085,0.2010264453469952,0.7542583314633963,-0.8535831071244682,0.0683214254801594,0.3914968086627235
0.05,-1.8490286540419767,0.0017982453524481,0.0080843803357873,4.758242897233959e-06,0.0098873839311328,0.0447152231896085,0.2010264453469952,0.7542583314633963,-0.8535831071244682,0.0683214254801594,0.3914968086627235
0.05,-1.844954814004998,0.0018463592612442,0.0083006862684675,5.006748039946072e-06,0.0101520522777517,0.0447152231896085,0.2010264453469952,0.7542583314633963,-0.8535831071244682,0.0683214254801594,0.3914968086627235
0.05,-1.8408809739680192,0.0018955552439183,0.0085218568859186,5.267661254753829e-06,0.0104226797910917,0.0447152231896085,0.2010264453469952,0.7542583314633963,-0.8535831071244682,0.0683214254801594,0.3914968086627235
0.05,-1.836807133931041,0.0019458513368626,0.0087479732744374,5.541571182057981e-06,0.0106993661824821,0.0447152231896085,0.2010264453469952,0.7542583314633963,-0.8535831071244682,0.0683214254801594,0.3914968086627235
