architecture,K_D,K_C,n_binders,n_cleavers,mean_attachments,attachment_probability,speed,orientational_persistence_time,active_diffusivity,mobile_fraction,local_depletion_probability,receptor_contrast,persistence_length,diffusivity_shift
polarized,100.0,0.6046619009070435,10.0,10.0,0.5274619862312134,0.0527461986231213,0.023083510193272,397.5347811032656,0.0847114282884574,1.0,0.1014725710179886,0.3714163151995246,9.17649817177739,0.0847114282884574
polarized,100.0,0.6533201459593774,10.0,10.0,0.5274619862312134,0.0527461986231213,0.0238852758598363,397.5347811032656,0.0906982330276964,1.0,0.1093451048173688,0.3841852294570449,9.495227910531154,0.0906982330276964
polarized,100.0,0.7058940086618741,10.0,10.0,0.5274619862312134,0.0527461986231213,0.024709701536246,397.5347811032656,0.0970673789203182,1.0,0.1178005557991532,0.3973058796901786,9.822965791338587,0.0970673789203182
polarized,100.0,0.7626985859023444,10.0,10.0,0.5274619862312134,0.0527461986231213,0.0255569362026762,397.5347811032656,0.1038378963079982,1.0,0.1268770334000744,0.4107798764060923,10.159771039001017,0.1038378963079982
polarized,100.0,0.8240743309893657,10.0,10.0,0.5274619862312134,0.0527461986231213,0.0264270723859197,397.5347811032656,0.1110289958017697,1.0,0.1366141793747253,0.4246079063342207,10.50568043613674,0.1110289958017697
polarized,100.0,0.890389094129673,10.0,10.0,0.5274619862312134,0.0527461986231213,0.0273201387347347,397.5347811032656,0.1186599344642046,1.0,0.1470530264789055,0.4387896176489437,10.860705371623617,0.1186599344642046
polarized,100.0,0.9620403271064756,10.0,10.0,0.5274619862312134,0.0527461986231213,0.0282360918933843,397.5347811032656,0.1267498565713305,1.0,0.1582358022034897,0.4533234948029191,11.224828610048256,0.1267498565713305
polarized,100.0,1.0394574653722626,10.0,10.0,0.5274619862312134,0.0527461986231213,0.0291748076150222,397.5347811032656,0.135317605793627,1.0,0.1702056669020217,0.4682067223225611,11.598000758967745,0.135317605793627
polarized,100.0,1.1231045018329515,10.0,10.0,0.5274619862312134,0.0527461986231213,0.0301360710676844,397.5347811032656,0.144381505516277,1.0,0.1830063742869609,0.4834350367677834,11.98013641520438,0.144381505516277
polarized,100.0,1.213482767749143,10.0,10.0,0.5274619862312134,0.0527461986231213,0.0311195662762542,397.5347811032656,0.1539591037413309,1.0,0.1966818409098577,0.499002566184224,12.371109967659292,0.1539591037413309
polarized,100.0,1.3111339374215645,10.0,10.0,0.5274619862312134,0.0527461986231213,0.0321248646505635,397.5347811032656,0.1640668788994679,1.0,0.2112756099742916,0.5149016563479066,12.770751036833826,0.1640668788994679
