architecture,K_D,speed
mixed,180.0556231057748,0.0528576571662984
mixed,183.1996801764088,0.0523851571815102
mixed,186.39863747561049,0.051915919417859
mixed,189.65345364854085,0.0514499412387899
mixed,192.96510407982765,0.0509872191560332
mixed,196.3345811858628,0.0505277488681052
mixed,199.76289471220431,0.0500715252921802
mixed,203.25107203617085,0.0496185425988998
mixed,206.8001584747202,0.0491687942444837
mixed,210.41121759770417,0.0487222730019954
mixed,214.08533154659287,0.0482789709915783
mixed,217.8236013587646,0.0478388797096617
mixed,221.6271472974588,0.0474019900571746
mixed,225.49710918748912,0.0469682923667972
mixed,229.43464675682105,0.0465377764292531
mixed,233.4409399841113,0.0461104315187043
mixed,237.51718945231772,0.0456862464159899
mixed,241.6646167084828,0.0452652094385828
mixed,245.8844646297999,0.0448473084507327
mixed,250.17799779607168,0.0444325308980994
mixed,254.54650286867204,0.0440208638228877
mixed,258.9912889761254,0.0436122938842688
mixed,263.51368810641884,0.0432068073805746
mixed,268.1150555061646,0.0428043902657578
mixed,272.79677008673275,0.0424050281689108
mixed,277.5602348374751,0.0420087064116097
mixed,282.4068772461656,0.0416154100248355
mixed,287.3381497267805,0.0412251237652887
mixed,292.35553005475094,0.0408378321310578
mixed,297.46052180981326,0.0404535193767254
mixed,302.6546548265934,0.0400721695278768
mixed,307.9394856530588,0.0396937663950472
mixed,313.3165980169761,0.0393182935871513
mixed,318.78760330051324,0.0389457345243786
mixed,324.35414102312933,0.0385760724505742
mixed,330.01787933289654,0.0382092904451636
mixed,335.78051550640106,0.0378453714345509
mixed,341.6437764573731,0.0374842982031286
mixed,347.60941925419866,0.0371260534037921
mixed,353.6792316464676,0.036770619568055
mixed,359.8550326007166,0.0364179791157379
mixed,366.13867284552504,0.0360681143638574
mixed,372.53203542613306,0.0357210075376262
mixed,379.03703626874017,0.0353766407748011
mixed,385.65562475465936,0.0350349961380651
mixed,392.38978430449663,0.0346960556197386
mixed,399.24153297253105,0.0343598011547901
mixed,406.2129240514736,0.0340262146178274
mixed,413.30604668778625,0.0336952778401403
mixed,420.5230265077452,0.0333669726120363
mixed,427.8660262544367,0.0330412806857771
mixed,435.3372464358751,0.0327181837902507
mixed,442.9389259844387,0.0323976636279934
mixed,450.6733429278206,0.032079701885654
mixed,458.5428150716929,0.0317642802348956
mixed,466.54970069429663,0.0314513803441909
mixed,474.6963992531545,0.0311409838766657
mixed,482.98535210412774,0.0308330724985251
mixed,491.4190432330272,0.0305276278799734
mixed,500.0,0.0302246317045486
